concept_id,concept_name,domain_id,vocabulary_id,standard_concept,condition,cohort_name,cohort_label,cohort_domain
4222079,4+ pitting edema,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4222260,Idiopathic urticaria and/or angioedema,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4222414,Non-pitting edema,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4222871,2+ pitting edema,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4223489,Idiopathic angioedema,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4227224,1+ pitting edema,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4230799,Edema of scrotum,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4231570,Cardiac edema,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4233567,Alimentary edema,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4233682,Edema of oral soft tissues,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4237151,Idiopathic edema,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4242440,Dependent edema,Observation,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4244710,Edema bullosum vesicae,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4245407,Edema of nasopharynx,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4246404,Hard edema,Observation,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4252207,Acute edema,Observation,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4263453,Subepidermal edema,Observation,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4265394,Edema of vulva,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4267552,Primary lymphedema tardum,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4270861,Allergic angioedema,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4270865,Episodic angioedema with eosinophilia,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4276529,Edema of spinal cord,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4290333,Macular retinal edema,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4291296,Lymphedema of uncertain etiology,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4291466,Periodic edema,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4292365,Angioedema of tongue,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4292366,Cholinergic angioedema,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4293698,Lymphedema of ear,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4296243,Cerebral edema control,Observation,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4296363,Lymphedema of eyelid,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4296364,Lymphedema of lip,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4296365,Lymphedema of penis,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4296366,Lymphedema of vulva,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4296646,Factitious lymphedema,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4297361,Angioedema and/or urticaria,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4299016,Acute edema blisters,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4299806,Lymphedema of lower extremity,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4299807,Lymphedema of genitalia,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4301048,Penile venereal edema,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4301157,Angioedema caused by angiotensin-converting-enzyme inhibitor,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4304346,Inflammatory edema,Observation,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4308632,Optic disc edema,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4309070,Edema of extremity,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4311956,Chronic edema,Observation,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4317260,Edematous skin,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4318834,Retroperitoneal edema,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4319301,Scleredema,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4319307,Mucous membrane edema,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4321716,Gingival edema,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4321748,Leukedema,Observation,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4323491,Lymphedema of scrotum,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4334119,Aphakic corneal edema,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4334176,Noncystoid edema of macula of retina,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4334751,Phakic corneal edema,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4334752,Pseudophakic corneal edema,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4339010,Central retinal vein occlusion with macular edema,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4339391,Intercellular edema,Observation,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
36684660,Cystoid macular edema of right retina,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
36684726,Cystoid macular edema of left retina,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
36684786,Bilateral cystoid macular edema of retinas,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
36712935,Lymphedema of right lower limb,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
36712936,Lymphedema of left lower limb,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
36712937,Lymphedema of bilateral lower limbs,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
36712938,Lymphedema of right upper limb,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
36712941,Macular edema of retina of bilateral eyes,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
36712976,Venous stasis edema of bilateral lower limbs,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
36712977,Venous stasis edema of left lower limb,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
36715489,Localized edema due to fluid overload,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
36715511,Edema due to fluid overload,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
36717015,Edema of optic disc of bilateral eyes,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
36717150,Fluid overload without edema,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
36717276,Lymphedema of left upper limb,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
36717281,Venous stasis edema of right lower limb,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
36717304,Non-traumatic cerebral edema,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
